"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.137.193","USA","APP","1","1999","67","91","4","1686484110269"
"192.168.137.230","ASI","APP","1","2393","82","105","3","1686484110273"
"192.168.137.196","ASI","FILE","2","2102","72","61","1","1686484110288"
"192.168.137.241","USA","APP","0","2163","75","145","3","1686484110276"
"192.168.137.210","EUR","FILE","2","2312","78","42","4","1686484110291"
"192.168.137.240","ASI","APP","2","2009","70","77","1","1686484110277"
"192.168.137.190","EUR","APP","1","2220","76","101","6","1686484110163"
"192.168.137.190","ASI","APP","1","2248","77","110","2","1686484110189"
"192.168.137.190","USA","APP","2","2278","78","79","3","1686484110213"
"192.168.137.190","USA","index.html","1","2296","79","107","4","1686484110244"
"192.168.137.190","EUR","index.html","1","2314","80","111","7","1686484110272"
"192.168.137.202","USA","index.html","1","2171","71","79","3","1686484110278"
"192.168.137.201","USA","index.html","1","2107","71","79","3","1686484110296"
"192.168.137.218","USA","APP","0","2271","78","191","4","1686484110296"
"192.168.137.236","ASI","index.html","0","2221","77","122","2","1686484110296"
"192.168.137.241","ASI","APP","1","2193","76","92","1","1686484110303"
"192.168.137.226","ASI","index.html","0","1989","65","170","3","1686484110291"
"192.168.137.180","EUR","index.html","2","2080","72","40","7","1686484110292"
"192.168.137.200","EUR","index.html","1","2315","72","117","7","1686484110306"
"192.168.137.220","EUR","APP","2","2342","79","49","4","1686484110303"
"192.168.137.193","USA","index.html","0","2017","68","121","4","1686484110298"
"192.168.137.190","USA","FILE","2","2363","81","55","3","1686484110315"
"192.168.137.196","EUR","index.html","0","2118","73","156","7","1686484110302"
"192.168.137.210","USA","index.html","0","2332","79","103","3","1686484110306"
"192.168.137.202","EUR","APP","2","2215","72","41","6","1686484110307"
"192.168.137.240","ASI","FILE","1","2048","71","84","2","1686484110307"
"192.168.137.236","ASI","APP","0","2252","78","143","2","1686484110310"
"192.168.137.182","USA","FILE","1","2573","83","78","3","1686484110308"
"192.168.137.218","EUR","FILE","2","2318","79","55","6","1686484110323"
"192.168.137.190","USA","index.html","1","2384","82","82","3","1686484110329"
"192.168.137.196","USA","FILE","0","2143","74","186","4","1686484110329"
"192.168.137.230","USA","FILE","0","2435","83","173","3","1686484110317"
"192.168.137.241","EUR","APP","1","2220","77","92","6","1686484110318"
"192.168.137.242","EUR","FILE","2","1884","63","54","5","1686484110322"
"192.168.137.226","ASI","index.html","2","2015","66","49","2","1686484110322"
"192.168.137.180","USA","FILE","0","2115","73","136","3","1686484110322"
"192.168.137.220","USA","APP","0","2370","80","189","3","1686484110322"
"192.168.137.201","USA","FILE","1","2147","72","97","4","1686484110325"
"192.168.137.200","EUR","FILE","2","2370","73","49","7","1686484110323"
"192.168.137.193","EUR","APP","2","2059","69","45","5","1686484110340"
"192.168.137.190","EUR","FILE","2","2433","83","52","4","1686484110345"
"192.168.137.202","EUR","index.html","0","2232","73","141","4","1686484110336"
"192.168.137.210","USA","FILE","1","2381","80","91","3","1686484110337"
"192.168.137.226","ASI","APP","0","2047","67","108","3","1686484110350"
"192.168.137.240","USA","index.html","1","2067","72","98","3","1686484110349"
"192.168.137.236","ASI","index.html","0","2270","79","133","1","1686484110353"
"192.168.137.193","EUR","APP","2","2094","70","49","5","1686484110357"
"192.168.137.196","EUR","APP","0","2174","75","145","5","1686484110345"
"192.168.137.241","ASI","APP","1","2250","78","82","1","1686484110348"
"192.168.137.230","EUR","APP","0","2458","84","161","5","1686484110363"
"192.168.137.220","EUR","FILE","1","2405","81","96","4","1686484110350"
"192.168.137.242","ASI","APP","2","1913","64","74","2","1686484110365"
"192.168.137.218","USA","FILE","2","2364","80","53","3","1686484110351"
"192.168.137.180","ASI","index.html","1","2133","74","109","2","1686484110367"
"192.168.137.201","ASI","index.html","1","2168","73","80","1","1686484110356"
"192.168.137.182","EUR","FILE","0","2599","84","182","4","1686484110355"
"192.168.137.200","ASI","APP","0","2396","74","118","2","1686484110367"
"192.168.137.190","EUR","APP","0","2462","84","187","5","1686484110361"
"192.168.137.242","ASI","index.html","2","1937","65","58","1","1686484110380"
"192.168.137.202","EUR","index.html","1","2250","74","108","6","1686484110367"
"192.168.137.226","EUR","FILE","2","2086","68","44","5","1686484110368"
"192.168.137.240","EUR","FILE","2","2118","73","47","7","1686484110369"
"192.168.137.180","EUR","index.html","0","2149","75","161","6","1686484110381"
"192.168.137.210","ASI","index.html","1","2399","81","111","2","1686484110380"
"192.168.137.236","USA","APP","1","2294","80","113","3","1686484110383"
"192.168.137.193","USA","index.html","2","2120","71","51","3","1686484110373"
"192.168.137.196","ASI","APP","0","2200","76","142","3","1686484110376"
"192.168.137.230","EUR","FILE","2","2514","85","42","6","1686484110378"
"192.168.137.200","USA","FILE","0","2431","75","154","3","1686484110381"
"192.168.137.210","USA","APP","0","2423","82","131","3","1686484110392"
"192.168.137.220","ASI","index.html","0","2423","82","131","2","1686484110390"
"192.168.137.218","USA","FILE","2","2406","81","51","3","1686484110382"
"192.168.137.182","EUR","APP","0","2628","85","176","6","1686484110396"
"192.168.137.230","USA","FILE","1","2548","86","91","3","1686484110404"
"192.168.137.241","USA","index.html","2","2270","79","78","4","1686484110390"
"192.168.137.242","ASI","FILE","0","1966","66","175","3","1686484110404"
"192.168.137.240","EUR","APP","0","2147","74","111","6","1686484110394"
"192.168.137.236","USA","APP","0","2318","81","146","4","1686484110396"
"192.168.137.180","ASI","APP","1","2180","76","111","1","1686484110408"
"192.168.137.201","EUR","index.html","2","2197","74","43","7","1686484110396"
"192.168.137.193","EUR","FILE","1","2166","72","113","5","1686484110399"
"192.168.137.190","USA","index.html","0","2478","85","156","3","1686484110399"
"192.168.137.196","EUR","APP","1","2225","77","89","5","1686484110402"
"192.168.137.202","ASI","index.html","0","2265","75","198","2","1686484110405"
"192.168.137.200","EUR","FILE","0","2953","91","199","5","1686484110809"
"192.168.137.210","EUR","APP","0","2779","95","191","4","1686484110797"
"192.168.137.196","ASI","APP","0","2661","91","156","2","1686484110802"
"192.168.137.242","ASI","APP","0","2436","82","144","2","1686484110816"
"192.168.137.236","EUR","APP","2","2785","95","53","7","1686484110807"
"192.168.137.182","EUR","APP","0","3090","99","154","6","1686484110807"
"192.168.137.240","ASI","FILE","1","2651","90","84","1","1686484110809"
"192.168.137.193","EUR","FILE","1","2565","86","83","7","1686484110811"
"192.168.137.201","ASI","index.html","1","2633","89","103","2","1686484110814"
"192.168.137.241","ASI","index.html","0","2683","95","118","1","1686484110814"
"192.168.137.196","USA","index.html","1","2680","92","100","4","1686484110833"
"192.168.137.226","ASI","FILE","1","2519","84","99","1","1686484110821"
"192.168.137.220","ASI","FILE","2","2844","96","59","2","1686484110820"
"192.168.137.190","EUR","APP","0","2895","99","178","5","1686484110822"
"192.168.137.180","ASI","APP","1","2711","91","84","3","1686484110825"
"192.168.137.200","EUR","APP","2","2988","92","57","7","1686484110826"
"192.168.137.230","EUR","FILE","0","2969","100","133","5","1686484110841"
"192.168.137.202","USA","index.html","1","2779","92","88","4","1686484110827"
"192.168.137.210","EUR","FILE","2","2817","96","70","7","1686484110843"
"192.168.137.193","EUR","APP","2","2598","87","52","4","1686484110844"
"192.168.137.218","USA","FILE","1","2901","97","83","3","1686484110846"
"192.168.137.242","USA","FILE","2","2479","83","54","4","1686484110834"
"192.168.137.196","EUR","index.html","2","2705","93","52","4","1686484110849"
"192.168.137.236","USA","FILE","2","2824","96","64","4","1686484110839"
"192.168.137.182","USA","index.html","0","3105","100","189","4","1686484110854"
"192.168.137.180","ASI","APP","2","2741","92","79","1","1686484110857"
"192.168.137.240","ASI","APP","2","2683","91","51","3","1686484110842"
"192.168.137.201","ASI","index.html","0","2650","90","153","2","1686484110847"
"192.168.137.241","EUR","index.html","0","2699","96","156","4","1686484110847"
"192.168.137.226","ASI","APP","1","2544","85","110","1","1686484110855"
"192.168.137.220","EUR","APP","2","2879","97","50","6","1686484110867"
"192.168.137.230","USA","APP","0","2991","101","141","3","1686484110859"
"192.168.137.200","USA","FILE","1","3021","93","92","3","1686484110859"
"192.168.137.210","USA","index.html","1","2837","97","91","4","1686484110859"
"192.168.137.202","USA","index.html","2","2803","93","57","4","1686484110860"
"192.168.137.218","ASI","FILE","1","2945","98","78","2","1686484110862"
"192.168.137.241","EUR","index.html","0","2719","97","103","5","1686484110877"
"192.168.137.201","EUR","FILE","0","2690","91","121","5","1686484110877"
"192.168.137.196","USA","index.html","2","2725","94","79","3","1686484110864"
"192.168.137.242","USA","APP","1","2504","84","119","4","1686484110880"
"192.168.137.190","ASI","FILE","2","2944","100","56","3","1686484110869"
"192.168.137.236","EUR","index.html","0","2840","97","177","5","1686484110883"
"192.168.137.201","ASI","index.html","2","2711","92","76","1","1686484110893"
"192.168.137.241","EUR","index.html","1","2741","98","78","4","1686484110893"
"192.168.137.226","ASI","FILE","0","2589","86","142","3","1686484110885"
"192.168.137.220","USA","index.html","0","2895","98","178","4","1686484110885"
"192.168.137.182","USA","APP","1","3131","101","103","3","1686484110884"
"192.168.137.180","EUR","APP","1","2771","93","117","5","1686484110904"
"192.168.137.230","EUR","index.html","0","3011","102","102","5","1686484110904"
"192.168.137.240","USA","FILE","0","2719","92","155","4","1686484110887"
"192.168.137.210","ASI","APP","2","2872","98","67","1","1686484110890"
"192.168.137.200","USA","FILE","1","3067","94","76","4","1686484110904"
"192.168.137.202","USA","index.html","0","2821","94","130","3","1686484110890"
"192.168.137.218","EUR","FILE","0","2981","99","131","5","1686484110893"
"192.168.137.241","EUR","index.html","2","2763","99","67","7","1686484110909"
"192.168.137.196","ASI","APP","0","2755","95","162","2","1686484110910"
"192.168.137.242","USA","FILE","0","2535","85","133","4","1686484110912"
"192.168.137.236","USA","FILE","2","2878","98","44","4","1686484110902"
"192.168.137.190","EUR","APP","1","2977","101","76","7","1686484110903"
"192.168.137.226","USA","FILE","2","2632","87","69","3","1686484110914"
"192.168.137.182","ASI","APP","2","3167","102","68","1","1686484110915"
"192.168.137.200","ASI","APP","1","2460","76","107","2","1686484110408"
"192.168.137.226","ASI","APP","0","2117","69","107","1","1686484110407"
"192.168.137.242","USA","FILE","0","2003","67","192","4","1686484110415"
"192.168.137.201","EUR","index.html","0","2728","93","141","7","1686484110909"
"192.168.137.218","USA","FILE","2","3018","100","60","4","1686484110923"
"192.168.137.220","USA","index.html","2","2922","99","48","4","1686484110914"
"192.168.137.240","ASI","FILE","0","2756","93","133","3","1686484110916"
"192.168.137.200","ASI","APP","0","3088","95","182","2","1686484110932"
"192.168.137.230","EUR","FILE","1","3052","103","90","5","1686484110932"
"192.168.137.210","ASI","FILE","0","2916","99","119","2","1686484110934"
"192.168.137.202","ASI","APP","2","2853","95","49","1","1686484110920"
"192.168.137.220","EUR","FILE","1","2454","83","92","6","1686484110424"
"192.168.137.210","ASI","FILE","0","2464","83","164","2","1686484110418"
"192.168.137.218","ASI","FILE","1","2449","82","107","3","1686484110410"
"192.168.137.226","EUR","FILE","1","2159","70","80","4","1686484110429"
"192.168.137.230","USA","APP","1","2576","87","118","4","1686484110414"
"192.168.137.241","EUR","index.html","0","2289","80","114","7","1686484110416"
"192.168.137.182","EUR","FILE","1","2676","86","90","4","1686484110425"
"192.168.137.242","USA","index.html","1","2022","68","102","3","1686484110428"
"192.168.137.200","ASI","APP","1","2487","77","95","3","1686484110429"
"192.168.137.241","USA","APP","2","2791","100","71","3","1686484110924"
"192.168.137.201","EUR","APP","2","2759","94","56","7","1686484110939"
"192.168.137.196","EUR","FILE","1","2800","96","89","7","1686484110927"
"192.168.137.242","ASI","index.html","0","2551","86","172","3","1686484110928"
"192.168.137.226","EUR","index.html","2","2662","88","40","7","1686484110931"
"192.168.137.190","EUR","index.html","1","2997","102","94","7","1686484110931"
"192.168.137.236","EUR","FILE","0","2909","99","198","6","1686484110931"
"192.168.137.182","EUR","APP","1","3193","103","91","4","1686484110944"
"192.168.137.240","ASI","APP","0","2171","75","153","3","1686484110430"
"192.168.137.196","USA","APP","1","2249","78","117","4","1686484110426"
"192.168.137.190","ASI","FILE","0","2504","86","181","1","1686484110426"
"192.168.137.202","ASI","APP","2","2295","76","56","2","1686484110426"
"192.168.137.180","EUR","index.html","0","2195","77","193","4","1686484110430"
"192.168.137.218","USA","APP","2","2487","83","52","4","1686484110443"
"192.168.137.201","USA","APP","1","2232","75","85","3","1686484110434"
"192.168.137.193","EUR","FILE","0","2205","73","188","4","1686484110435"
"192.168.137.230","ASI","FILE","2","2623","88","60","2","1686484110449"
"192.168.137.236","EUR","FILE","1","2361","82","85","4","1686484110433"
"192.168.137.196","EUR","APP","0","3077","106","112","5","1686484111184"
"192.168.137.190","USA","index.html","0","3372","115","179","4","1686484111185"
"192.168.137.226","EUR","index.html","2","2372","79","70","4","1686484110679"
"192.168.137.202","USA","APP","2","2601","87","54","3","1686484110683"
"192.168.137.210","ASI","index.html","1","2657","91","94","2","1686484110689"
"192.168.137.200","EUR","APP","1","2826","87","84","7","1686484110671"
"192.168.137.180","EUR","FILE","2","2549","86","64","5","1686484110682"
"192.168.137.218","ASI","FILE","0","2744","91","151","3","1686484110675"
"192.168.137.196","ASI","index.html","0","3095","107","125","1","1686484111196"
"192.168.137.190","USA","FILE","2","3414","116","76","4","1686484111194"
"192.168.137.230","ASI","APP","0","3076","104","120","3","1686484111199"
"192.168.137.241","USA","APP","0","2850","102","182","4","1686484111199"
"192.168.137.240","EUR","APP","0","2980","101","175","4","1686484111200"
"192.168.137.182","EUR","FILE","0","2978","95","179","4","1686484110696"
"192.168.137.236","USA","APP","0","2658","91","123","3","1686484110694"
"192.168.137.193","ASI","index.html","1","2459","82","113","3","1686484110706"
"192.168.137.242","EUR","APP","2","2297","77","79","7","1686484110694"
"192.168.137.196","USA","FILE","0","2551","87","163","4","1686484110693"
"192.168.137.240","EUR","APP","0","2505","86","189","6","1686484110683"
"192.168.137.190","USA","index.html","0","2801","95","159","4","1686484110695"
"192.168.137.190","ASI","APP","1","3441","117","84","3","1686484111207"
"192.168.137.241","ASI","FILE","0","2542","90","147","2","1686484110706"
"192.168.137.230","ASI","index.html","0","2834","95","128","3","1686484110686"
"192.168.137.201","ASI","FILE","1","2485","84","106","1","1686484110692"
"192.168.137.242","USA","index.html","2","2620","88","66","4","1686484111209"
"192.168.137.190","ASI","FILE","0","3469","118","161","3","1686484111221"
"192.168.137.202","USA","FILE","2","2925","98","46","4","1686484111225"
"192.168.137.230","EUR","APP","1","2865","96","83","6","1686484110716"
"192.168.137.242","ASI","index.html","2","2325","78","45","3","1686484110724"
"192.168.137.182","ASI","index.html","0","2997","96","110","3","1686484110711"
"192.168.137.226","USA","APP","0","2396","80","160","3","1686484110710"
"192.168.137.220","EUR","index.html","2","2708","92","55","5","1686484110709"
"192.168.137.218","ASI","FILE","2","2781","92","69","1","1686484110707"
"192.168.137.202","USA","FILE","0","2650","88","101","4","1686484110701"
"192.168.137.180","USA","index.html","2","2575","87","50","4","1686484110699"
"192.168.137.200","USA","FILE","0","2863","88","124","4","1686484110717"
"192.168.137.196","EUR","APP","2","2588","88","50","7","1686484110724"
"192.168.137.210","USA","FILE","2","2708","92","69","4","1686484110706"
"192.168.137.193","EUR","APP","0","2620","88","170","7","1686484111225"
"192.168.137.190","EUR","index.html","0","3485","119","158","7","1686484111226"
"192.168.137.196","EUR","index.html","1","3115","108","93","6","1686484111229"
"192.168.137.242","USA","FILE","1","2666","89","101","3","1686484111230"
"192.168.137.182","USA","APP","0","3359","110","119","4","1686484111238"
"192.168.137.201","USA","FILE","1","3093","105","102","3","1686484111238"
"192.168.137.240","USA","APP","2","3015","102","63","4","1686484111239"
"192.168.137.193","USA","APP","0","2486","83","165","3","1686484110735"
"192.168.137.201","USA","index.html","2","2508","85","62","3","1686484110724"
"192.168.137.241","EUR","index.html","1","2561","91","104","7","1686484110738"
"192.168.137.242","EUR","APP","2","2357","79","76","5","1686484110739"
"192.168.137.236","EUR","FILE","1","2695","92","84","7","1686484110725"
"192.168.137.240","EUR","APP","1","2537","87","84","7","1686484110714"
"192.168.137.190","ASI","index.html","0","2817","96","170","2","1686484110741"
"192.168.137.196","ASI","APP","0","2618","89","106","1","1686484110739"
"192.168.137.226","USA","APP","1","2422","81","97","4","1686484110740"
"192.168.137.220","EUR","FILE","2","2742","93","63","7","1686484110740"
"192.168.137.190","ASI","index.html","0","3502","120","139","1","1686484111243"
"192.168.137.210","EUR","APP","2","3141","106","72","4","1686484111239"
"192.168.137.236","EUR","FILE","0","2949","100","111","6","1686484111239"
"192.168.137.226","USA","APP","2","2890","95","45","4","1686484111239"
"192.168.137.200","USA","APP","2","3139","97","71","4","1686484111239"
"192.168.137.218","USA","index.html","0","3033","101","197","4","1686484110937"
"192.168.137.201","ASI","FILE","1","2792","95","114","2","1686484110951"
"192.168.137.240","EUR","APP","1","2780","94","108","7","1686484110946"
"192.168.137.200","USA","index.html","2","3109","96","75","4","1686484110961"
"192.168.137.182","EUR","index.html","1","2697","87","79","6","1686484110447"
"192.168.137.236","EUR","FILE","2","2406","83","60","4","1686484110451"
"192.168.137.220","ASI","FILE","1","2969","100","94","2","1686484110956"
"192.168.137.210","USA","index.html","2","2484","84","78","3","1686484110456"
"192.168.137.202","USA","index.html","0","2868","96","183","3","1686484110964"
"192.168.137.180","USA","FILE","2","2248","78","44","3","1686484110450"
"192.168.137.210","ASI","FILE","1","2948","100","109","2","1686484110964"
"192.168.137.241","ASI","index.html","2","2313","81","57","3","1686484110448"
"192.168.137.218","EUR","index.html","2","3055","102","68","7","1686484110963"
"192.168.137.226","USA","index.html","1","2177","71","114","4","1686484110448"
"192.168.137.200","ASI","FILE","2","2532","78","55","1","1686484110449"
"192.168.137.241","USA","APP","0","2824","101","102","3","1686484110950"
"192.168.137.190","USA","FILE","2","2546","87","78","3","1686484110457"
"192.168.137.193","USA","FILE","2","2250","74","50","4","1686484110463"
"192.168.137.240","EUR","FILE","0","2219","76","101","4","1686484110448"
"192.168.137.196","USA","FILE","0","2837","97","106","3","1686484110968"
"192.168.137.226","USA","APP","1","2694","89","93","4","1686484110958"
"192.168.137.220","USA","APP","0","2485","84","140","4","1686484110454"
"192.168.137.240","USA","FILE","2","2252","77","67","4","1686484110471"
"192.168.137.201","EUR","FILE","0","2838","96","143","5","1686484110967"
"192.168.137.200","ASI","index.html","1","2551","79","97","2","1686484110471"
"192.168.137.182","ASI","index.html","0","3208","104","184","3","1686484110959"
"192.168.137.241","ASI","index.html","1","2331","82","109","1","1686484110470"
"192.168.137.201","ASI","APP","1","2255","76","112","1","1686484110465"
"192.168.137.190","EUR","APP","1","3025","103","89","5","1686484110974"
"192.168.137.218","USA","APP","1","2516","84","101","4","1686484110463"
"192.168.137.242","USA","APP","2","2052","69","53","4","1686484110451"
"192.168.137.196","EUR","APP","2","2283","79","67","4","1686484110459"
"192.168.137.242","ASI","FILE","1","2598","87","76","1","1686484110973"
"192.168.137.230","USA","index.html","2","2643","89","77","3","1686484110470"
"192.168.137.202","ASI","APP","1","2324","77","109","3","1686484110451"
"192.168.137.236","ASI","FILE","0","2438","84","171","3","1686484110479"
"192.168.137.218","ASI","index.html","1","3073","103","117","3","1686484110979"
"192.168.137.190","EUR","APP","1","2570","88","112","6","1686484110475"
"192.168.137.240","USA","FILE","0","2817","95","191","4","1686484110974"
"192.168.137.226","EUR","APP","0","2202","72","117","7","1686484110476"
"192.168.137.193","ASI","APP","1","2277","75","90","1","1686484110480"
"192.168.137.210","EUR","FILE","0","2531","85","119","7","1686484110480"
"192.168.137.201","EUR","index.html","0","2273","77","120","4","1686484110482"
"192.168.137.220","ASI","FILE","1","3010","101","79","3","1686484110974"
"192.168.137.202","EUR","APP","2","2362","78","42","6","1686484110476"
"192.168.137.180","EUR","index.html","2","2271","79","60","6","1686484110479"
"192.168.137.220","EUR","FILE","0","2523","85","121","5","1686484110486"
"192.168.137.182","USA","FILE","2","2736","88","45","3","1686484110476"
"192.168.137.196","EUR","FILE","1","2314","80","119","6","1686484110495"
"192.168.137.242","ASI","FILE","2","2104","70","47","3","1686484110484"
"192.168.137.210","EUR","APP","0","2977","101","141","4","1686484110981"
"192.168.137.201","EUR","APP","1","2868","97","106","5","1686484110998"
"192.168.137.202","USA","index.html","1","2411","80","105","3","1686484110511"
"192.168.137.202","ASI","index.html","2","2392","79","41","2","1686484110498"
"192.168.137.240","ASI","APP","0","2272","78","188","3","1686484110492"
"192.168.137.202","EUR","index.html","2","2888","97","78","5","1686484111010"
"192.168.137.236","USA","FILE","0","2468","85","197","4","1686484110494"
"192.168.137.226","ASI","index.html","0","2221","73","108","3","1686484110498"
"192.168.137.196","EUR","APP","1","2868","98","81","4","1686484110999"
"192.168.137.182","USA","APP","0","3232","105","133","4","1686484110991"
"192.168.137.190","ASI","index.html","1","3047","104","76","1","1686484110991"
"192.168.137.230","ASI","FILE","1","2684","90","113","1","1686484110494"
"192.168.137.218","ASI","index.html","1","2535","85","96","1","1686484110493"
"192.168.137.201","USA","FILE","1","2899","98","115","3","1686484111013"
"192.168.137.180","ASI","FILE","0","2316","80","149","2","1686484110499"
"192.168.137.200","EUR","FILE","2","2645","81","45","6","1686484110513"
"192.168.137.200","EUR","FILE","2","2596","80","77","7","1686484110502"
"192.168.137.241","ASI","FILE","0","2372","83","116","1","1686484110501"
"192.168.137.240","USA","index.html","2","2838","96","74","4","1686484111017"
"192.168.137.201","EUR","FILE","1","2318","78","87","5","1686484110516"
"192.168.137.218","EUR","APP","2","3103","104","68","5","1686484111023"
"192.168.137.241","EUR","index.html","2","2394","84","65","6","1686484110527"
"192.168.137.242","USA","FILE","0","2146","71","181","4","1686484110508"
"192.168.137.190","USA","APP","1","2593","89","116","3","1686484110507"
"192.168.137.182","ASI","index.html","1","2754","89","110","2","1686484110507"
"192.168.137.210","EUR","FILE","2","3016","102","54","5","1686484111011"
"192.168.137.196","USA","APP","2","2351","81","53","4","1686484110506"
"192.168.137.180","USA","APP","1","2346","81","78","3","1686484110525"
"192.168.137.226","USA","FILE","2","2726","90","76","4","1686484111004"
"192.168.137.210","USA","index.html","2","2551","86","77","4","1686484110513"
"192.168.137.193","ASI","index.html","0","2295","76","120","1","1686484110516"
"192.168.137.196","USA","index.html","0","2884","99","154","4","1686484111029"
"192.168.137.202","ASI","FILE","2","2446","81","79","1","1686484110540"
"192.168.137.240","ASI","APP","1","2869","97","116","3","1686484111034"
"192.168.137.226","USA","index.html","0","2237","74","170","4","1686484110524"
"192.168.137.201","USA","APP","1","2932","99","102","4","1686484111042"
"192.168.137.218","ASI","FILE","0","2569","86","129","3","1686484110518"
"192.168.137.182","ASI","APP","0","3258","106","145","3","1686484111032"
"192.168.137.240","ASI","FILE","0","2305","79","148","2","1686484110524"
"192.168.137.220","USA","index.html","0","3026","102","173","3","1686484111033"
"192.168.137.241","USA","index.html","0","2410","85","181","3","1686484110543"
"192.168.137.236","USA","APP","2","2498","86","74","3","1686484110518"
"192.168.137.220","EUR","APP","1","2552","86","88","7","1686484110520"
"192.168.137.190","EUR","FILE","1","3088","105","116","5","1686484111022"
"192.168.137.242","USA","APP","1","2175","72","94","4","1686484110536"
"192.168.137.226","EUR","FILE","0","2764","91","141","7","1686484111047"
"192.168.137.210","EUR","index.html","1","2573","87","77","7","1686484110544"
"192.168.137.218","ASI","FILE","2","3136","105","64","1","1686484111038"
"192.168.137.210","EUR","index.html","1","3036","103","86","5","1686484111040"
"192.168.137.182","ASI","FILE","0","2793","90","182","2","1686484110536"
"192.168.137.193","USA","FILE","0","2326","77","162","4","1686484110532"
"192.168.137.182","ASI","APP","2","3294","107","66","1","1686484111061"
"192.168.137.230","EUR","APP","2","2726","91","44","5","1686484110528"
"192.168.137.180","USA","FILE","0","2393","82","133","3","1686484110540"
"192.168.137.196","ASI","APP","0","2912","100","179","2","1686484111044"
"192.168.137.196","EUR","APP","1","2383","82","111","4","1686484110533"
"192.168.137.200","EUR","FILE","0","2670","82","198","5","1686484110544"
"192.168.137.201","ASI","APP","1","2342","79","116","1","1686484110532"
"192.168.137.236","ASI","index.html","0","2513","87","198","3","1686484110551"
"192.168.137.202","EUR","index.html","2","2469","82","60","7","1686484110556"
"192.168.137.240","ASI","index.html","1","2888","98","97","1","1686484111061"
"192.168.137.230","EUR","FILE","2","2760","92","56","4","1686484110559"
"192.168.137.226","EUR","APP","1","2792","92","85","6","1686484111063"
"192.168.137.200","EUR","index.html","1","2688","83","115","6","1686484110560"
"192.168.137.182","USA","APP","2","3320","108","72","3","1686484111075"
"192.168.137.226","EUR","FILE","2","2276","75","64","7","1686484110568"
"192.168.137.190","EUR","FILE","1","2637","90","92","4","1686484110547"
"192.168.137.182","EUR","index.html","0","2813","91","105","6","1686484110568"
"192.168.137.218","ASI","APP","2","2596","87","68","2","1686484110563"
"192.168.137.190","USA","FILE","1","3146","107","116","3","1686484111075"
"192.168.137.220","EUR","APP","0","3054","103","176","4","1686484111062"
"192.168.137.190","ASI","index.html","1","3106","106","111","3","1686484111061"
"192.168.137.201","EUR","APP","2","2966","100","79","5","1686484111069"
"192.168.137.240","EUR","FILE","1","2345","80","100","4","1686484110570"
"192.168.137.220","USA","index.html","0","2569","87","150","3","1686484110566"
"192.168.137.241","EUR","FILE","1","2445","86","85","7","1686484110560"
"192.168.137.193","EUR","APP","0","2354","78","114","7","1686484110564"
"192.168.137.190","USA","index.html","2","3173","108","48","3","1686484111089"
"192.168.137.242","USA","index.html","0","2190","73","189","4","1686484110578"
"192.168.137.240","USA","index.html","1","2365","81","93","4","1686484110585"
"192.168.137.210","ASI","FILE","2","3079","104","73","1","1686484111092"
"192.168.137.182","ASI","index.html","0","3336","109","176","1","1686484111088"
"192.168.137.180","USA","FILE","0","2435","83","138","4","1686484110585"
"192.168.137.201","ASI","FILE","1","2386","80","108","1","1686484110564"
"192.168.137.220","USA","APP","1","3086","104","108","3","1686484111088"
"192.168.137.220","ASI","index.html","0","2588","88","107","3","1686484110580"
"192.168.137.196","USA","FILE","0","2412","83","125","4","1686484110576"
"192.168.137.218","EUR","FILE","1","3183","106","115","7","1686484111078"
"192.168.137.196","USA","APP","0","2940","101","184","4","1686484111082"
"192.168.137.201","ASI","FILE","1","2995","101","103","1","1686484111081"
"192.168.137.182","EUR","FILE","2","2866","92","45","4","1686484110597"
"192.168.137.220","EUR","FILE","0","3126","105","179","7","1686484111099"
"192.168.137.226","ASI","index.html","1","2810","93","114","2","1686484111099"
"192.168.137.218","USA","APP","1","2626","88","103","3","1686484110577"
"192.168.137.190","EUR","index.html","1","3193","109","87","6","1686484111100"
"192.168.137.230","ASI","index.html","2","2785","93","52","1","1686484110589"
"192.168.137.240","ASI","APP","0","2390","82","139","2","1686484110601"
"192.168.137.236","USA","APP","2","2550","88","48","4","1686484110579"
"192.168.137.226","EUR","index.html","1","2294","76","111","7","1686484110580"
"192.168.137.226","EUR","FILE","0","2848","94","144","5","1686484111107"
"192.168.137.240","ASI","index.html","0","2905","99","144","3","1686484111089"
"192.168.137.200","EUR","APP","2","2723","84","46","5","1686484110588"
"192.168.137.190","ASI","FILE","2","2679","91","65","3","1686484110592"
"192.168.137.202","EUR","index.html","0","2488","83","107","7","1686484110586"
"192.168.137.218","USA","index.html","0","3198","107","186","3","1686484111111"
"192.168.137.210","EUR","index.html","1","2592","88","100","4","1686484110589"
"192.168.137.196","ASI","index.html","2","2966","102","49","3","1686484111105"
"192.168.137.220","EUR","FILE","0","2628","89","170","7","1686484110596"
"192.168.137.196","USA","index.html","2","2434","84","66","4","1686484110595"
"192.168.137.241","ASI","index.html","1","2464","87","99","3","1686484110607"
"192.168.137.200","USA","FILE","1","2758","85","113","4","1686484110618"
"192.168.137.242","EUR","index.html","0","2210","74","101","6","1686484110595"
"192.168.137.193","USA","APP","2","2383","79","76","3","1686484110607"
